OBJECTID,SchoolCode,OrganizationId,High School,Label,ESDCode,ESDNum,ESDName,LEACode,LEAName,LowestGrade,HighestGrade,LowGrade_Int,HighGrade_Int,OrgCategoryList,AYPCode,AYPCodeDescription,GradeCategory,PhysicalAddress,MailingAddress,PrincipalName,Email,Phone,Latitude,Longitude,County,CongressionalDistrict,LegislativeDistrict
6329,2468,102986,Rainier Senior High School,,34801,113,Capital Region ESD 113,34307,Rainier School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"308 2nd St W, Rainier, Washington, 98576-0098","PO Box 98, Rainier, Washington, 98576-0098",John  Beckman,beckmanj@rainier.wednet.edu,360.446.2205,46.8858530000001,-122.689159,Thurston,10,2
6330,4422,101221,Rainier View Elementary School,,17801,121,Puget Sound Educational Service District 121,17210,Federal Way School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"3015 S 368TH ST, FEDERAL WAY, Washington, 98003-7669","3015 S 368TH ST, FEDERAL WAY, Washington, 98003-7669",LySander  Collins,lcollins@fwps.org,253.945.3700,47.2710520000001,-122.294475,King,8,30
6331,2803,101990,Raymond Elementary School,,34801,113,Capital Region ESD 113,25116,Raymond School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"921 COMMERCIAL STREET, RAYMOND, Washington, 98577-0000","1016 COMMERCIAL STREET, Raymond, Washington, 98577",Mike  Scott,mscott@raymondk12.org,360.942.2435,46.6858970000001,-123.725503,Pacific,3,19
6332,2357,101989,Raymond Jr Sr High School,,34801,113,Capital Region ESD 113,25116,Raymond School District,7,12,7,12," Public School, Regular School",P,Public School,Other,"1016 COMMERCIAL STREET, RAYMOND, Washington, 98577-0000","1016 COMMERCIAL ST, RAYMOND, Washington, 98577-2699",Dave  Vetter,dvetter@raymondk12.org,360.942.3415,46.6851940000001,-123.724907,Pacific,3,19
6333,2864,101883,Reardan Elementary School,,32801,101,Educational Service District 101,22009,Reardan-Edwall School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"250 S ASPEN, REARDAN, Washington, 99029-0000","250 S ASPEN PO BOX 109, REARDAN, Washington, 99029-0000",DWIGHT  COOPER,dccooper@reardan.net,509.796.2511,47.667087,-117.877048,Lincoln,5,13
6334,2289,101522,Redmond Elementary,,17801,121,Puget Sound Educational Service District 121,17414,Lake Washington School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"16800 NE 80th, Redmond, Washington, 98052-3942","16800 NE 80th, Redmond, Washington, 98052-3942",Kirsten  Gometz,kgometz@lwsd.org,425.936.2660,47.675534,-122.116530999,King,1,48
6335,3528,101531,Redmond High,,17801,121,Puget Sound Educational Service District 121,17414,Lake Washington School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"17272 NE 104th, Redmond, Washington, 98052-2813","17272 NE 104th, Redmond, Washington, 98052-2813",Jill  Vanderveer,jvanderveer@lwsd.org,425.936.1800,47.6952470000001,-122.107014999,King,1,45
6336,3232,101528,Redmond Middle School,,17801,121,Puget Sound Educational Service District 121,17414,Lake Washington School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"10055 166th AVE NE, Redmond, Washington, 98052-3010","10055 166th AVE NE, Redmond, Washington, 98052-3010",Dana  Greenberg,dgreenberg@lwsd.org,425.936.2440,47.6919310000001,-122.119827,King,1,45
6337,2806,102131,Reed Elementary School,,17801,121,Puget Sound Educational Service District 121,27010,Tacoma School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1802 S 36th St, Tacoma, Washington, 98418-0000","1802 S 36th St, Tacoma, Washington, 98418-0000",Abby  Sloan,asloan@Tacoma.K12.Wa.US,253.571.6464,47.2255520000001,-122.461046001,Pierce,6,27
6338,3696,102972,Reeves Middle School,,34801,113,Capital Region ESD 113,34111,Olympia School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"2200 QUINCE ST NE, OLYMPIA, Washington, 98506-3299","2200 QUINCE ST NE, OLYMPIA, Washington, 98506-3299",Aaron  Davis,gparks@osd.wednet.edu,360.596.3400,47.0643900000001,-122.891145999,Thurston,10,22
6339,2096,102689,Regal Elementary,,32801,101,Educational Service District 101,32081,Spokane School District,PK,6,-1,6," Public School, Regular School",P,Public School,Elementary School,"2707 E Rich Ave, Spokane, Washington, 99207-5827","2707 E Rich Ave, Spokane, Washington, 99207-5827",Tricia  Kannberg,TriciaK@SpokaneSchools.org,509.354.3910,47.697573,-117.369935999,Spokane,5,3
6340,5070,104242,Renton Academy,,17801,121,Puget Sound Educational Service District 121,17403,Renton School District,K,12,0,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,K-12,"2607 Jones Ave S, Renton, Washington, 98055","2607 Jones Ave S, Renton, Washington, 98055",Travis  Hall,travis.hall@rentonschools.us,425.204.2550,47.458089,-122.198186,King,9,11
6341,3521,101339,Renton Park Elementary School,,17801,121,Puget Sound Educational Service District 121,17403,Renton School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"16828 128th Ave SE, Renton, Washington, 98058-6149","16828 128th Ave SE, Renton, Washington, 98058-6149",Jo  Kain,jo.kain@rentonschools.us,425.204.2950,47.4518,-122.168751,King,9,11
6342,2475,101326,Renton Senior High School,,17801,121,Puget Sound Educational Service District 121,17403,Renton School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"400 S 2nd St, Renton, Washington, 98055-2007","400 S 2nd St, Renton, Washington, 98055-2007",Gia  San Martin,giovanna.sanmartin@rentonschools.us,425.204.3400,47.4829510000001,-122.211723999,King,9,37
6343,3579,100756,Republic Senior High School,,32801,101,Educational Service District 101,10309,Republic School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"30306 HIGHWAY 20 E, REPUBLIC, Washington, 99166-0000","30306 HIGHWAY 20 E, REPUBLIC, Washington, 99166-0000",Chris  Burch,cburch@republicsd.org,509.775.3327,48.6418100000001,-118.726907,Ferry,5,7
6344,4467,101713,Richard Gordon Elementary,,18801,114,Olympic Educational Service District 114,18400,North Kitsap School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"26331 Barber Cut Off Rd NE, Kingston, Washington, 98346-9401","26331 Barber Cut Off Rd NE, Kingston, Washington, 98346-9401",Heather  Ben-Judah,hben-judah@nkschools.org,360.393.3802,47.802824,-122.516507,Kitsap,6,23
6345,3511,100415,Richland High School,,11801,123,Educational Service District 123,3400,Richland School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"930 Long Ave, Richland, Washington, 99352-0000","930 Long Ave, Richland, Washington, 99352-0000",Tim  Praino,Tim.Praino@rsd.edu,509.967.6535,46.278352,-119.288156,Benton,4,8
6346,2001,100404,Special Programs,,11801,123,Educational Service District 123,3400,Richland School District,PK,12,-1,12," Public School, Special Education School",S,Special Education School,PK-12,"615 Snow Ave., Richland, Washington, 99352-0000","615 Snow Ave., Richland, Washington, 99352-0000",Mandy  Cathey,Mandy.Cathey@rsd.edu,509.967.6050,46.274271598,-119.29403326,Benton,4,8
6347,4446,100383,Ridge View Elementary School,,11801,123,Educational Service District 123,3017,Kennewick School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"7001 WEST 13TH AVENUE, KENNEWICK, Washington, 99338-1339","7001 WEST 13TH AVENUE, KENNEWICK, Washington, 99338-1339",Naomi  Puckett,naomi.puckett@ksd.org,509.222.5804,46.1962080000001,-119.217246,Benton,4,8
6348,4121,102062,Ridgecrest Elementary,,17801,121,Puget Sound Educational Service District 121,27003,Puyallup School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"12616 Shaw Rd E, Puyallup, Washington, 98374-2927","12616 Shaw Rd E, Puyallup, Washington, 98374-2927",Michelle  Fox,FoxMM@puyallup.k12.wa.us,253.841.8753,47.140475,-122.258513001,Pierce,8,25
6349,2703,101488,Ridgecrest Elementary,,17801,121,Puget Sound Educational Service District 121,17412,Shoreline School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"16516 10th Avenue N.E., Shoreline, Washington, 98155-5904","16516 10th Avenue N.E., Shoreline, Washington, 98155-5904",Elizabeth  Nunes,elizabeth.nunes@shorelineschools.org,206.393.4274,47.749151,-122.317023,King,7,32
6350,2390,100650,Ridgefield High School,,6801,112,Educational Service District 112,6122,Ridgefield School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"2630 S HILLHURST ROAD, RIDGEFIELD, Washington, 98642-9089","2630 S HILLHURST ROAD, RIDGEFIELD, Washington, 98642-9089",Christen  Palmer,christen.palmer@ridgefieldsd.org,360.619.1323,45.797261,-122.714467,Clark,3,18
6351,5052,104204,Ridgeline Middle School,,34801,113,Capital Region ESD 113,34002,Yelm School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"10605 CARTER ST SE, Yelm, Washington, 98597","PO BOX 476, Yelm, Washington, 98597",CRAIG  CURRY,CRAIG_CURRY@YCS.WEDNET.EDU,360.458.1100,46.933662,-122.616643999,Thurston,10,2
6352,4249,101732,Ridgetop Middle School,,18801,114,Olympic Educational Service District 114,18401,Central Kitsap School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"10600 HILLSBORO DR, SILVERDALE, Washington, 98383-0008","10600 Hillsboro Dr NE, SILVERDALE, Washington, 98383-0008",Rusty  Willson,rustyw@ckschools.org,360.662.2905,47.658643,-122.668292,Kitsap,6,23
6353,2433,103182,Ridgeview Elementary,,39801,105,Educational Service District 105,39007,Yakima School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"609 W Washington Ave, Yakima, Washington, 98903-1310","609 W Washington Ave, Yakima, Washington, 98903-1310",Christopher  Jensen,jensen.christopher@ysd7.org,509.573.1801,46.571991,-120.513735,Yakima,4,15
6354,4293,101602,Ridgewood Elementary School,,17801,121,Puget Sound Educational Service District 121,17415,Kent School District,PK,6,-1,6," Public School, Regular School",P,Public School,Elementary School,"18030 162nd PL SE, Renton, Washington, 98058-9180","18030 162nd PL SE, Renton, Washington, 98058-9180",Kellie Carson Christiansen,Kellie.Christiansen@kent.k12.wa.us,253.373.7842,47.4404270000001,-122.122147,King,8,11
6355,2719,100341,Ritzville Grade School,,32801,101,Educational Service District 101,1160,Ritzville School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"401 E 6th Ave., Ritzville, Washington, 99169-1674","401 E 6th Ave., Ritzville, Washington, 99169-1674",Tom  Arlt,tarlt@lrschools.org,509.659.0232,47.1261650000001,-118.370132,Adams,4,9
6356,2132,100340,Ritzville High School,,32801,101,Educational Service District 101,1160,Ritzville School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"209 E Wellsandt Avenue, Ritzville, Washington, 99169-1674","209 E Wellsandt Avenue, Ritzville, Washington, 99169-1674",Ronanda   Liberty,rliberty@lrschools.org,509.659.1720,47.126134,-118.368418,Adams,4,9
6357,4427,102943,River Ridge High School,,34801,113,Capital Region ESD 113,34003,North Thurston Public Schools,9,12,9,12," Public School, Regular School",P,Public School,High School,"350 River Ridge Drive SE, Lacey, Washington, 98513","350 River Ridge Drive SE, Lacey, Washington, 98513",Serenity  Malloy,smalloy@nthurston.k12.wa.us,360.412.4820,47.056134,-122.751946,Thurston,10,22
6358,2367,100393,River View High School,,11801,123,Educational Service District 123,3053,Finley School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"36509 S LEMON DR, KENNEWICK, Washington, 99337-9180","36509 S LEMON DR, KENNEWICK, Washington, 99337-9180",Chris  Davis,chdavis@finleysd.org,509.582.2158,46.1552580000001,-119.037233,Benton,4,16
6359,4228,102866,Riverside High School,,32801,101,Educational Service District 101,32416,Riverside School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"4120 East Deer Park-Milan Rd., Chattaroy, Washington, 99003-9733","4120 East Deer Park-Milan Rd., Chattaroy, Washington, 99003-9733",John  McCoy,John.McCoy@rsdmail.org,509.464.8552,47.969117,-117.351959,Spokane,5,7
6360,3466,102864,Riverside Middle School,,32801,101,Educational Service District 101,32416,Riverside School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"3814 E. Deer Park/Milan Rd., Chattaroy, Washington, 99003-9733","3814 E. Deer Park/Milan Rd., Chattaroy, Washington, 99003-9733",Phil  Johnson,phil.johnson@rsdmail.org,509.464.8450,47.9664300090001,-117.354396204,Spokane,5,7
6361,3995,100606,Riverview Elementary School,,6801,112,Educational Service District 112,6114,Evergreen School District (Clark),PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"12601 SE Riverridge Drive, Vancouver, Washington, 98684-6466","12601 SE Riverridge Drive, Vancouver, Washington, 98684-6466",Elizabeth  Brawley,Elizabeth.Brawley@evergreenps.org,360.604.6625,45.606639,-122.541367,Clark,3,17
6362,3083,100730,Lee Elementary,,4801,171,North Central Educational Service District 171,9206,Eastmont School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1455 N. Baker Ave., East Wenatchee, Washington, 98802-4336","1455 N. Baker Ave., East Wenatchee, Washington, 98802-4336",Jamea  Connor,connorj@eastmont206.org,509.884.1497,47.4272780000001,-120.291103,Douglas,8,12
6363,3515,100767,Robert Frost Elementary,,11801,123,Educational Service District 123,11001,Pasco School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1915 NORTH 22ND AVENUE, PASCO, Washington, 99301-0000","1915 NORTH 22ND AVENUE, PASCO, Washington, 99301-0000",Omar  Escalera,oescalera@psd1.org,509.543.6795,46.2471370000001,-119.118781,Franklin,4,16
6364,2763,100862,Robert Gray Elementary,,34801,113,Capital Region ESD 113,14005,Aberdeen School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1516 North B St, Aberdeen, Washington, 98520-2099","1516 North B St, Aberdeen, Washington, 98520-2099",Sherri  Northington,snorthington@asd5.org,360.538.2140,46.9865970000001,-123.813399,Grays Harbor,6,19
6365,2198,100780,Robert L Olds Junior High School,,11801,123,Educational Service District 123,11051,North Franklin School District,7,8,7,8," Public School, Regular School",P,Public School,Middle School,"1100 W. Clark St., Connell, Washington, 99326-0829","PO Box 829, Connell, Washington, 99326-0829",Jeremy  Fox,jfox@nfsd.org,509.234.3931,46.662513733,-118.870485308,Franklin,4,9
6366,4272,103221,Selah Academy Online,,39801,105,Educational Service District 105,39119,Selah School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"308 W Naches Ave, Selah, Washington, 98942-0000","308 W Naches Ave, Selah, Washington, 98942-0000",JOE  COSCARART,joecoscarart@selahschools.org,509.698.8063,46.6537756060001,-120.534419601,Yakima,4,15
6367,3264,103195,Robertson Elementary,,39801,105,Educational Service District 105,39007,Yakima School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"2807 W Lincoln Ave, Yakima, Washington, 98902-2344","2807 W Lincoln Ave, Yakima, Washington, 98902-2344",Kimberlee  Newell,newell.kimberlee@ysd7.org,509.573.1601,46.6051840000001,-120.546583,Yakima,4,14
6368,3019,100672,Robert Gray Elementary,,6801,112,Educational Service District 112,8122,Longview School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"4622 Ohio Street, Longview, Washington, 98632-5199","4622 Ohio Street, Longview, Washington, 98632-5199",Kristie  Wall,kwall@longview.k12.wa.us,360.575.7302,46.171272,-122.992449,Cowlitz,3,19
6369,4326,102996,Rochester High School,,34801,113,Capital Region ESD 113,34401,Rochester School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"19800 Carper Rd SW, Rochester, Washington, 98579-8601","19800 Carper Rd SW, Rochester, Washington, 98579-8601",MICHAEL  SMITH,msmith@rochester.wednet.edu,360.273.5534,46.799042,-123.043439,Thurston,3,20
6370,3067,102994,Rochester Middle School,,34801,113,Capital Region ESD 113,34401,Rochester School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"9937 Highway 12 SW, Rochester, Washington, 98579-0398","9937 Highway 12 SW, Rochester, Washington, 98579-0398",William  Maus,wmaus@rochester.wednet.edu,360.273.5958,46.820679,-123.091537001,Thurston,3,20
