Org Name,School Code,Org Type,Function,Contact Name,Address 1,Address 2,Town,State,Zip,Phone,Fax,Grade
Newton: Oak Hill Middle,2070320,Public School,Principal,John Harutunian,130 Wheeler Road,,Newton Centre,MA,2459,617-559-9200,617-552-5547,"06,07,08"
Newton: Peirce,2070100,Public School,Principal,Elaine Harold,170 Temple Street,,West Newton,MA,2465,617-559-9630,617-552-7318,"K,01,02,03,04,05"
Newton: Underwood,2070115,Public School,Principal,Suzie Talukdar,101 Vernon Street,,Newton Corner,MA,2458,617-559-9660,617-552-5552,"K,01,02,03,04,05"
Newton: Williams,2070125,Public School,Principal,Anthony Byers,141 Grove Street,,Auburndale,MA,2466,617-559-6480,617-559-2013,"K,01,02,03,04,05"
Newton: Zervas,2070130,Public School,Principal,Diana Beck,30 Beethoven Avenue,,Waban,MA,2468,617-559-6750,617-552-5546,"K,01,02,03,04,05"
Norfolk: Freeman-Kennedy School,2080005,Public School,Principal,Lisa Altham,70 Boardman Street,,Norfolk,MA,2056,508-528-1266,508-541-5495,"03,04,05,06"
Norfolk: H Olive Day,2080015,Public School,Principal,Linda Balfour,232 Main Street,,Norfolk,MA,2056,508-541-5475,508-541-5482,"PK,K,01,02"
Norfolk County Agricultural: Norfolk County Agricultural,9150705,Public School,Principal,Robin Vanrotz,400 Main Street,,Walpole,MA,2081,508-668-0268,508-668-0612,"09,10,11,12"
North Adams: Brayton,2090035,Public School,Principal,Carolyn Wallace,20 Brayton Hill Terrace,,North Adams,MA,1247,413-662-3260,413-662-3293,"PK,K,01,02,03,04,05,06"
North Adams: Colegrove Park Elementary,2090008,Public School,Principal,Amy Meehan,24 Church Street,,North Adams,MA,1247,413-662-3250,413-672-3247,"PK,K,01,02,03,04,05,06"
North Adams: Drury High,2090505,Public School,Principal,Timothy Callahan,1130 South Church Street,,North Adams,MA,1247,413-662-3240,413-662-3239,"07,08,09,10,11,12"
North Adams: Greylock,2090015,Public School,Principal,Sandra Cote,100 Phelps Avenue,,North Adams,MA,1247,413-662-3255,413-662-3033,"PK,K,01,02,03,04,05,06"
North Andover: Anne Bradstreet Early Childhood Center,2110005,Public School,Principal,Tiffany Goddard,115 Phillips Brooks Road,,North Andover,MA,1845,978-794-1577,978-738-1324,"PK,K"
North Andover: Annie L Sargent School,2110018,Public School,Principal,Karen Murdoch Lahey,300 Abbott Street,,North Andover,MA,1845,978-725-3673,978-725-3678,"01,02,03,04,05"
North Andover: Atkinson,2110001,Public School,Principal,Erin O'loughlin,111 Phillips Brooks Rd,,North Andover,MA,1845,978-794-0124,978-794-2454,"01,02,03,04,05"
North Andover: Franklin,2110010,Public School,Principal,Joseph Clarke,2 Cypress Terrace,,North Andover,MA,1845,978-794-1990,978-682-0240,"01,02,03,04,05"
North Andover: Kittredge,2110015,Public School,Principal,Richard Cushing,601 Main Street,,North Andover,MA,1845,978-794-1688,978-794-2514,"01,02,03,04,05"
North Andover: North Andover High,2110505,Public School,Principal,Chester Jackson,430 Osgood Street,,North Andover,MA,1845,978-794-1711,978-688-3536,"09,10,11,12"
North Andover: North Andover Middle,2110305,Public School,Principal,Jorge Goncalves,495 Main Street,,North Andover,MA,1845,978-794-1870,978-794-3619,"06,07,08"
North Andover: Thomson,2110020,Public School,Principal,Christopher Raymond,266 Waverly Rd,,North Andover,MA,1845,978-794-1545,978-794-2508,"01,02,03,04,05"
North Attleborough: Amvet Boulevard,2120007,Public School,Principal,Kristine Kefor,70 Amvet Boulevard,,North Attleborough,MA,2760,508-643-2155,508-643-2184,"K,01,02,03,04,05"
North Attleborough: Community,2120030,Public School,Principal,Jeffrey Sposato,45 South Washington Street,,North Attleborough,MA,2760,508-643-2148,508-643-2179,"K,01,02,03,04,05"
North Attleborough: Falls,2120010,Public School,Principal,Lee Todd,2 Jackson Street,,North Attleborough,MA,2760,508-643-2170,508-643-2185,"K,01,02,03,04,05"
North Attleborough: Joseph W Martin Jr Elementary,2120013,Public School,Principal,Jennifer Evans,37 Landry Avenue,,North Attleborough,MA,2760,508-643-2140,508-643-2186,"K,01,02,03,04,05"
North Attleborough: North Attleboro High,2120505,Public School,Principal,Peter Haviland,1 Wilson W. Whitty Way,,North Attleborough,MA,2760,508-643-2115,508-643-2173,"09,10,11,12"
North Attleborough: North Attleborough Early Learning Center,2120020,Public School,Principal,Traci vaughan,25 School Street,,North Attleborough,MA,2760,508-643-2145,508-643-2188,PK
North Attleborough: North Attleborough Middle,2120305,Public School,Principal,Brianne Kelleher,564 Landry Avenue,,North Attleborough,MA,2760,508-643-2130,508-643-2134,"06,07,08"
North Attleborough: Roosevelt Avenue,2120015,Public School,Principal,Jeannine Magliocco,108 Roosevelt Avenue,,North Attleborough,MA,2760,508-643-2151,508-643-2187,"K,01,02,03,04,05"
North Brookfield: North Brookfield Elementary,2150015,Public School,Principal,SARAH PRIESTLEY,10 New School Drive,,North Brookfield,MA,1535,508-867-8326,508-867-6255,"PK,K,01,02,03,04,05,06"
North Brookfield: North Brookfield High,2150505,Public School,Principal,Timothy McCormick,10 New School Drive,,North Brookfield,MA,1535,508-867-7131,508-867-3496,"07,08,09,10,11,12"
North Middlesex: Ashby Elementary,7350010,Public School,Principal,Anne Cromwell,911 Main Street,,Ashby,MA,1431,978-743-1005,978-386-2492,"K,01,02,03,04"
North Middlesex: Hawthorne Brook,7350030,Public School,Principal,Jason Webster,64 Brookline Street,,Townsend,MA,1469,978-597-6914,978-597-0354,"05,06,07,08"
North Middlesex: Nissitissit Middle School,7350310,Public School,Principal,Lauren Young,33 Chace Avenue,,Pepperell,MA,1463,978-743-1007,978-433-5498,"05,06,07,08"
North Middlesex: North Middlesex Regional,7350505,Public School,Principal,Timothy McMahon,19 Main Street,,Townsend,MA,1469,978-597-8721,978-597-0350,"09,10,11,12"
North Middlesex: Spaulding Memorial,7350005,Public School,Principal,Kathryn Guziejka,1 Whitcomb Street,,Townsend,MA,1469,978-597-0380,978-597-0386,"K,01,02,03,04"
North Middlesex: Squannacook Early Childhood Center,7350002,Public School,Principal,Bradley Brooks,66 Brookline Road,,Townsend,MA,1469,978-597-3085,978-597-0285,"PK,K,01,02,03,04"
North Middlesex: Varnum Brook,7350035,Public School,Principal,Tara Hanley,10 Hollis Street,,Pepperell,MA,1463,978-433-6722,978-433-8140,"K,01,02,03,04"
North Reading: E Ethel Little School,2170003,Public School,Principal,Christine Molle,7 Barberry Lane,,North Reading,MA,1864,978-664-7820,978-664-3081,"PK,K,01,02,03,04,05"
North Reading: J Turner Hood,2170010,Public School,Principal,Glen McKay,298A Haverhill St,,North Reading,MA,1864,978-664-7817,978-664-7805,"PK,K,01,02,03,04,05"
North Reading: L D Batchelder,2170005,Public School,Principal,Michael Maloney,175 Park Street,,North Reading,MA,1864,978-664-7814,978-664-7819,"K,01,02,03,04,05"
North Reading: North Reading High,2170505,Public School,Principal,Anthony Loprete,189 Park Street,,North Reading,MA,1864,978-664-7800,978-664-7826,"09,10,11,12"
North Reading: North Reading Middle,2170305,Public School,Principal,Cathy O'Connell,189 Park Street,,North Reading,MA,1864,978-664-7806,978-276-0679,"06,07,08"
Northampton: Bridge Street,2100005,Public School,Principal,Beth Choquette,2 Parsons Street,,Northampton,MA,1060,413-587-1460,413-587-1474,"PK,K,01,02,03,04,05"
Northampton: Jackson Street,2100020,Public School,Principal,Lauren Brown,120 Jackson Street,,Northampton,MA,1060,413-587-1510,413-587-1524,"K,01,02,03,04,05"
Northampton: John F Kennedy Middle School,2100410,Public School,Principal,Desmond Caldwell,100 Bridge Rd,,Florence,MA,1062,413-587-1489,413-587-1495,"06,07,08"
Northampton: Leeds,2100025,Public School,Principal,Christine Wenz,20 Florence Street,,Leeds,MA,1053,413-587-1532,413-587-1539,"PK,K,01,02,03,04,05"
Northampton: Northampton High,2100505,Public School,Principal,Lori Vaillancourt,380 Elm Street,,Northampton,MA,1060,413-587-1346,413-587-1374,"09,10,11,12"
Northampton: R. K. Finn Ryan Road,2100029,Public School,Principal,Sarah Madden,498 Ryan Rd,,Florence,MA,1062,413-587-1550,413-587-1561,"K,01,02,03,04,05"
Northampton-Smith Vocational Agricultural: Smith Vocational and Agricultural High,4060705,Public School,Principal,Joseph Bianca,80 Locust Street,,Northampton,MA,1060,413-587-1414,413-587-1406,"09,10,11,12"
Northboro-Southboro: Algonquin Regional High,7300505,Public School,Principal,Sean Bevan,79 Bartlett Street,,Northborough,MA,1532,508-351-7010,508-393-9226,"09,10,11,12"
Northborough: Fannie E Proctor,2130015,Public School,Principal,Alana Cyr,26 Jefferson Rd,,Northborough,MA,1532,508-351-7040,508-351-7007,"K,01,02,03,04,05"
Northborough: Lincoln Street,2130003,Public School,Principal,Jennifer Lamontagne,76 Lincoln Street,,Northborough,MA,1532,508-351-7030,508-351-7033,"K,01,02,03,04,05"
Northborough: Marguerite E Peaslee,2130014,Public School,Principal,Mary Coakley,31 Maple Street,,Northborough,MA,1532,508-351-7035,508-351-7037,"K,01,02,03,04,05"
Northborough: Marion E Zeh,2130020,Public School,Principal,Amy Souls,33 Howard Street,,Northborough,MA,1532,508-351-7048,508-393-5125,"K,01,02,03,04,05"
Northborough: Robert E. Melican Middle School,2130305,Public School,Principal,Michelle Karb,145 Lincoln Street,,Northborough,MA,1532,508-351-7020,508-351-7006,"06,07,08"
Northbridge: Northbridge Elementary School,2140001,Public School,Principal,Karlene Ross,21 Crescent Street,,Whitinsville,MA,1588,508-234-8161,508-234-0808,"PK,K,01,02,03,04,05"
Northbridge: Northbridge High,2140505,Public School,Principal,William Bishop,427 Linwood Avenue,,Whitinsville,MA,1588,508-234-6221,508-234-0802,"09,10,11,12"
Northbridge: Northbridge Middle,2140305,Public School,Principal,John Diorio,171 Linwood Avenue,,Whitinsville,MA,1588,508-234-8718,508-234-9718,"06,07,08"
Northeast Metropolitan Regional Vocational Technical: Northeast Metro Regional Vocational,8530605,Public School,Principal,Carla Scuzzarella,100 Hemlock Rd,,Wakefield,MA,1880,781-246-0810,781-246-4919,"09,10,11,12"
Northern Berkshire Regional Vocational Technical: Charles McCann Vocational Technical,8510605,Public School,Principal,Justin Kratz,70 Hodges Cross Rd,,North Adams,MA,1247,413-663-5383,413-664-9424,"09,10,11,12"
Norton: Henri A. Yelle,2180060,Public School,Principal,Martin Geoghegan,64 West Main Street,,Norton,MA,2766,508-285-0190,508-285-0187,"04,05"
Norton: J C Solmonese,2180015,Public School,Principal,John Marcus,315 West Main Street,,Norton,MA,2766,508-285-0120,508-285-0130,"PK,K,01,02,03"
Norton: L G Nourse Elementary,2180010,Public School,Principal,Catherine Luke,38 Plain Street,,Norton,MA,2766,508-285-0110,508-285-0109,"K,01,02,03"
Norton: Norton High,2180505,Public School,Principal,Ethan Dolleman,66 West Main Street,,Norton,MA,2766,508-285-0160,508-286-2667,"09,10,11,12"
Norton: Norton Middle,2180305,Public School,Principal,Vincent Hayward,215 West Main Street,,Norton,MA,2766,508-285-0140,508-286-9457,"06,07,08"
Norwell: Grace Farrar Cole,2190005,Public School,Principal,Eliza Burns,81 High Street,,Norwell,MA,2061,781-659-8823,781-878-6936,"PK,K,01,02,03,04,05"
Norwell: Norwell High,2190505,Public School,Principal,Marc Bender,18 South Street,,Norwell,MA,2061,781-659-8810,781-659-1824,"09,10,11,12"
Norwell: Norwell Middle School,2190405,Public School,Principal,Derek Sulc,328 Main Street,,Norwell,MA,2061,781-659-8814,781-659-8822,"06,07,08"
Norwell: William G Vinal,2190020,Public School,Principal,Nathan Thorsteinson,102 Old Oaken Bucket Road,,Norwell,MA,2061,781-659-8820,781-659-8812,"PK,K,01,02,03,04,05"
Norwood: Balch,2200005,Public School,Principal,Diane Ferreira,1170 Washington Street,PO Box 67,Norwood,MA,2062,781-762-0694,781-255-5610,"01,02,03,04,05"
Norwood: Charles J Prescott,2200025,Public School,Principal,Bryan Riley,66 Richland Road,PO Box 67,Norwood,MA,2062,781-762-6497,781-255-7028,"K,01,02,03,04,05"
Norwood: Cornelius M Callahan,2200010,Public School,Principal,Donna Brown,116 Garfield Avenue,PO Box 67,Norwood,MA,2062,781-762-0693,781-255-5611,"01,02,03,04,05"
Norwood: Dr. Philip O. Coakley Middle School,2200305,Public School,Principal,Margo Fraczek,1315 Washington Street,PO Box 67,Norwood,MA,2062,781-762-7880,781-255-5630,"06,07,08"
Norwood: F A Cleveland,2200015,Public School,Principal,Nancy Coppola,33 George Willett Parkway,PO Box 67,Norwood,MA,2062,781-762-6522,781-255-7317,"01,02,03,04,05"
Norwood: George F. Willett,2200075,Public School,Principal,Stephen Billhardt,100 Westover Parkway,PO Box 67,Norwood,MA,2062,781-762-6805,--,"PK,K"
Norwood: John P Oldham,2200020,Public School,Principal,Steven Olsen,165 Prospect Street,,Norwood,MA,2062,781-769-2417,781-255-7007,"01,02,03,04,05"
Norwood: Norwood High,2200505,Public School,Principal,Hugh Galligan,245 Nichols Street,PO Box 67,Norwood,MA,2062,781-769-2333,781-762-0826,"09,10,11,12"
Oak Bluffs: Oak Bluffs Elementary,2210005,Public School,Principal,Megan Farrell,PO Box 1325,,Oak Bluffs,MA,2557,508-693-0951,508-693-5189,"PK,K,01,02,03,04,05,06,07,08"
Old Colony Regional Vocational Technical: Old Colony Regional Vocational Technical,8550605,Public School,Principal,John Parker,476 North Avenue,,Rochester,MA,2770,508-763-8011,508-763-9821,"09,10,11,12"
Old Rochester: Old Rochester Regional High,7400505,Public School,Principal,Michael Devoll,135 Marion Rd,,Mattapoisett,MA,2739,508-758-3745,508-758-3167,"09,10,11,12"
Old Rochester: Old Rochester Regional Jr High,7400405,Public School,Principal,Silas Coellner,133 Marion Rd,,Mattapoisett,MA,2739,508-758-4928,508-758-2802,"07,08"
Old Sturbridge Academy Charter Public School (District): Old Sturbridge Academy Charter Public School,35150205,Charter School,Principal,Lisa DeTora,1 Old Sturbridge Village Road,,Sturbridge,MA,1566,508-347-0283,--,"K,01,02,03,04,05,06,07"
Orange: Dexter Park,2230010,Public School,Principal,Chris Dodge,3 Dexter St,,Orange,MA,1364,978-544-6080,978-544-1123,"03,04,05,06"
Orange: Fisher Hill,2230015,Public School,Principal,Chris Dodge,59 Dexter Street,,Orange,MA,1364,978-544-0018,978-544-5703,"PK,K,01,02"
Orleans: Orleans Elementary,2240005,Public School,Principal,Elaine Pender-Bokanovich,46 Eldredge Pkwy,,Orleans,MA,2653,508-255-0380,508-255-7943,"K,01,02,03,04,05"
Oxford: Alfred M Chaffee,2260010,Public School,Principal,Robert Pelczarski,9 Clover Street,,Oxford,MA,1540,508-987-6057,508-987-5828,"K,01,02"
Oxford: Clara Barton,2260005,Public School,Principal,John Quinn,25 Depot Road,,Oxford,MA,1540,508-987-6066,508-987-2364,"PK,03,04"
Oxford: Oxford High,2260505,Public School,Principal,David Nugent,100 Carbuncle Drive,,Oxford,MA,1540,508-987-6081,508-987-6083,"08,09,10,11,12"
Oxford: Oxford Middle,2260405,Public School,Principal,Amy Belhumeur,497 Main Street,,Oxford,MA,1540,508-987-6074,508-987-2588,"05,06,07"
Palmer: Old Mill Pond,2270008,Public School,Principal,Constance Mahoney,4107 Main Street,,Palmer,MA,1069,413-283-4300,413-283-2619,"PK,K,01,02,03,04,05"
Palmer: Palmer High,2270505,Public School,Principal,Susan North,4105 Main Street,,Palmer,MA,1069,413-283-6511,413-283-3476,"06,07,08,09,10,11,12"
Pathfinder Regional Vocational Technical: Pathfinder Vocational Technical,8600605,Public School,Principal,Carrie Auffrey,240 Sykes Street,,Palmer,MA,1069,413-283-9701,413-284-0032,"09,10,11,12"
Paulo Freire Social Justice Charter School (District): Paulo Freire Social Justice Charter School,35010505,Charter School,Principal,Gilbert Traverso,134 Springfield St,,Chicopee,MA,1013,413-536-3201,413-536-3206,"09,10,11,12"
Peabody: Captain Samuel Brown,2290005,Public School,Principal,Lauren King,150 Lynn Street,,Peabody,MA,1960,978-536-4100,978-536-4180,"K,01,02,03,04,05"
Peabody: Center,2290015,Public School,Principal,Jacqueline Orphanos,18 Irving Street,,Peabody,MA,1960,978-536-5475,978-536-5490,"K,01,02,03,04,05"
Peabody: J Henry Higgins Middle,2290305,Public School,Principal,Todd Bucey,85 Perkins Street,,Peabody,MA,1960,978-536-4800,978-536-4810,"06,07,08"
Peabody: John E Burke,2290007,Public School,Principal,Lacey Nutting,127 Birch Street,,Peabody,MA,1960,978-536-5400,978-536-5410,"K,01,02,03,04,05"
Peabody: John E. McCarthy,2290016,Public School,Principal,Michelle Zottoli,76 Lake Street,,Peabody,MA,1960,978-536-5625,978-536-9925,"PK,K,01,02,03,04,05"
Peabody: Peabody Personalized Remote Education Program (Peabody P.R.E.P.),2290705,Public School,Principal,Christopher Lord,210 Andover Street,,Peabody,MA,1960,978-536-6522,978-536-6590,"K,01,02,03,04,05,06,07,08,09,10,11,12"
Peabody: Peabody Veterans Memorial High,2290510,Public School,Principal,Steven Magno,485 Lowell Street,,Peabody,MA,1960,978-536-4500,978-536-4565,"09,10,11,12"
Peabody: South Memorial,2290035,Public School,Principal,Mark Higgins,16 Maple St Ext,,Peabody,MA,1960,978-536-5700,978-536-5710,"PK,K,01,02,03,04,05"
Peabody: Thomas Carroll,2290010,Public School,Principal,Tracy Smith,60 Northend Street,,Peabody,MA,1960,978-536-4200,978-536-4215,"K,01,02,03,04,05"
Peabody: West Memorial,2290045,Public School,Principal,Julie Broughton,15 Bow Street,,Peabody,MA,1960,978-536-5850,978-536-5860,"PK,K,01,02,03,04,05"
Peabody: William A Welch Sr,2290027,Public School,Principal,Michelle Massa,50 Swampscott Avenue,,Peabody,MA,1960,978-536-5775,978-536-5845,"PK,K,01,02,03,04,05"
Pelham: Pelham Elementary,2300005,Public School,Principal,Brenda Darling,45 Amherst Rd,,Pelham,MA,1002,413-362-1100,413-253-4108,"K,01,02,03,04,05,06"
Pembroke: Bryantville Elementary,2310003,Public School,Principal,Jennifer Simmons,29 Gurney Dr,,Pembroke,MA,2359,781-293-5411,781-294-4662,"K,01,02,03,04,05,06"
Pembroke: Hobomock Elementary,2310010,Public School,Principal,Michael Murphy,81 Learning Lane,,Pembroke,MA,2359,781-294-0911,781-293-1281,"K,01,02,03,04,05,06"
Pembroke: North Pembroke Elementary,2310015,Public School,Principal,Erica Swift,72 Pilgrim Road,,Pembroke,MA,2359,781-826-5115,781-826-4851,"PK,K,01,02,03,04,05,06"
Pembroke: Pembroke Community Middle School,2310305,Public School,Principal,Donna McGarrigle,559 School Street,,Pembroke,MA,2359,781-293-8627,781-294-0916,"07,08"
Pembroke: Pembroke High School,2310505,Public School,Principal,Marc Talbot,80 Learning Lane,,Pembroke,MA,2359,781-293-9281,781-293-2812,"09,10,11,12"
Pentucket: Dr Frederick N Sweetsir,7450020,Public School,Principal,Kenneth Kelley,104 Church Street,,Merrimac,MA,1860,978-346-8319,978-346-7844,"PK,K,01,02"
Pentucket: Dr John C Page School,7450015,Public School,Principal,Emily Puteri,694 Main Street,,West Newbury,MA,1985,978-363-2671,978-363-2234,"PK,K,01,02,03,04,05,06"
Pentucket: Elmer S Bagnall,7450005,Public School,Principal,James Day,253 School Street,,Groveland,MA,1834,978-372-8856,978-521-8956,"PK,K,01,02,03,04,05,06"
Pentucket: Helen R Donaghue School,7450010,Public School,Principal,Kenneth Kelley,24 Union Street Ext.,,Merrimac,MA,1860,978-346-8921,978-346-7839,"03,04,05,06"
Pentucket: Pentucket Regional Middle,7450405,Public School,Principal,Terrence Conant,20 Main Street,,West Newbury,MA,1985,978-363-2957,978-363-2720,"07,08"
Pentucket: Pentucket Regional Sr High,7450505,Public School,Principal,John Seymour,24 Main Street,,West Newbury,MA,1985,978-363-5507,978-363-2730,"09,10,11,12"
Petersham: Petersham Center,2340005,Public School,Principal,Aaron O'Connor,31 Spring Street,PO Box 148,Petersham,MA,1366,978-724-3363,978-724-6687,"K,01,02,03,04,05,06"
